CustomerID,Age,Gender,Location,ProductType,PurchaseCount,TotalSpend,AveragePurchaseValue,EngagementScore,FollowDuration,PreferredChannel,CustomerCost,CustomerProfitabilityScore,ROAS,ROI,RFMScore,AverageRFM,Persona,OperatingExpenses,AdditionalCosts,GrossProfit,GrossProfitMargin,OperatingProfit,OperatingProfitMargin,NetProfit,NetProfitMargin,CLTV,LastPurchaseDate,SubscriptionStartDate,SubscriptionEndDate,IsActive,MarketingSpend,ProductCost,SalesRevenue,CustomerAcquisitionDate,CustomerExitDate,CustomerRetentionPeriod,CPA,NumberOfTransactions,CompletionRate
181,44,Other,Europe,Bracelet,9,416,46.22222222,7.815546804,17,Facebook,308,108,4.16,0.350649351,251,2.666666667,Engaged,83.2,41.6,208,50,124.8,30,83.2,20,1248,24/12/2022,17/05/2022,,TRUE,109.2840181,208,416,25/10/2021,,14.16666667,109.2840181,9,0.6
182,30,Male,North America,Ring,8,1627,203.375,9.081681822,14,Instagram,913.5,713.5,16.27,0.78106185,345,4,Premium,325.4,162.7,813.5,50,488.1,30,325.4,20,4881,03/04/2023,17/08/2022,18/10/2023,FALSE,85.49246609,813.5,1627,08/12/2020,18/10/2023,28.2,85.49246609,8,0.6
183,58,Female,Europe,Necklace,3,818,272.6666667,1.75714896,18,Instagram,509,309,8.18,0.607072692,222,2,Engaged,163.6,81.8,409,50,245.4,30,163.6,20,2454,19/03/2024,22/08/2022,,TRUE,55.1989352,409,818,16/03/2021,,36.63333333,55.1989352,3,0.6
184,20,Other,Middle East,Bracelet,8,1171,146.375,4.537935168,2,LinkedIn,685.5,485.5,11.71,0.708242159,543,4,Premium,234.2,117.1,585.5,50,351.3,30,234.2,20,3513,09/07/2023,18/09/2022,,TRUE,53.17437654,585.5,1171,28/04/2022,,14.56666667,53.17437654,8,0.6
185,56,Female,Asia,Ring,9,1532,170.2222222,1.902210074,4,Instagram,866,666,15.32,0.769053118,554,4.666666667,Premium,306.4,153.2,766,50,459.6,30,306.4,20,4596,25/05/2023,09/07/2022,,TRUE,92.33351442,766,1532,19/02/2022,,15.33333333,92.33351442,9,0.6
186,23,Female,Middle East,Bracelet,3,1259,419.6666667,1.149332326,18,LinkedIn,729.5,529.5,12.59,0.725839616,224,2.666666667,Engaged,251.8,125.9,629.5,50,377.7,30,251.8,20,3777,18/01/2024,26/04/2022,,TRUE,58.45653781,629.5,1259,13/01/2021,,36.66666667,58.45653781,3,0.6
187,25,Other,North America,Bracelet,3,1324,441.3333333,6.955468144,7,Instagram,762,562,13.24,0.737532808,424,3.333333333,Engaged,264.8,132.4,662,50,397.2,30,264.8,20,3972,21/02/2023,15/08/2022,17/03/2024,FALSE,110.6846956,662,1324,20/02/2022,17/03/2024,12.2,110.6846956,3,0.6
188,44,Female,Middle East,Bracelet,2,349,174.5,6.422044978,13,LinkedIn,274.5,74.5,3.49,0.27140255,311,1.666666667,Standard,69.8,34.9,174.5,50,104.7,30,69.8,20,1047,15/02/2024,27/09/2022,,TRUE,138.0973006,174.5,349,25/07/2022,,19,138.0973006,2,0.6
189,26,Other,Asia,Necklace,8,413,51.625,2.467172024,15,Instagram,306.5,106.5,4.13,0.347471452,341,2.666666667,Engaged,82.6,41.3,206.5,50,123.9,30,82.6,20,1239,20/11/2022,26/07/2022,,TRUE,138.2914817,206.5,413,22/08/2021,,15.16666667,138.2914817,8,0.6
190,54,Female,Middle East,Ring,1,1992,1992,3.104315498,23,Instagram,1096,896,19.92,0.817518248,115,2.333333333,Engaged,398.4,199.2,996,50,597.6,30,398.4,20,5976,29/11/2022,05/10/2022,,TRUE,115.904541,996,1992,17/03/2021,,20.73333333,115.904541,1,0.6
191,50,Other,North America,Earrings,8,1491,186.375,1.213369783,22,LinkedIn,845.5,645.5,14.91,0.763453578,144,3,Engaged,298.2,149.1,745.5,50,447.3,30,298.2,20,4473,22/02/2024,08/09/2022,,TRUE,71.12318315,745.5,1491,27/07/2022,,19.16666667,71.12318315,8,0.6
192,59,Male,Europe,Necklace,7,1552,221.7142857,8.514524851,1,Facebook,876,676,15.52,0.771689498,544,4.333333333,Premium,310.4,155.2,776,50,465.6,30,310.4,20,4656,02/02/2024,04/05/2022,,TRUE,136.2996831,776,1552,27/03/2021,,34.73333333,136.2996831,7,0.6
193,61,Other,Middle East,Necklace,7,1953,279,9.772215364,11,Facebook,1076.5,876.5,19.53,0.814212726,445,4.333333333,Premium,390.6,195.3,976.5,50,585.9,30,390.6,20,5859,18/04/2023,06/10/2022,,TRUE,138.6093435,976.5,1953,27/02/2021,,26,138.6093435,7,0.6
194,41,Other,North America,Necklace,3,906,302,2.219135831,10,Instagram,553,353,9.06,0.638336347,423,3,Engaged,181.2,90.6,453,50,271.8,30,181.2,20,2718,10/02/2024,06/07/2022,21/04/2023,FALSE,69.6653585,453,906,05/04/2021,21/04/2023,34.7,69.6653585,3,0.6
195,32,Other,North America,Earrings,1,1603,1603,3.083276924,5,LinkedIn,901.5,701.5,16.03,0.778147532,514,3.333333333,Engaged,320.6,160.3,801.5,50,480.9,30,320.6,20,4809,08/12/2023,17/09/2022,15/04/2023,FALSE,123.7426086,801.5,1603,29/12/2021,15/04/2023,23.63333333,123.7426086,1,0.6
196,49,Other,Asia,Ring,4,1437,359.25,8.815685716,16,Facebook,818.5,618.5,14.37,0.75565058,324,3,Engaged,287.4,143.7,718.5,50,431.1,30,287.4,20,4311,25/07/2023,03/10/2022,,TRUE,78.65195489,718.5,1437,18/02/2021,,29.56666667,78.65195489,4,0.6
197,49,Female,Asia,Ring,9,1623,180.3333333,9.338174182,11,LinkedIn,911.5,711.5,16.23,0.780581459,455,4.666666667,Premium,324.6,162.3,811.5,50,486.9,30,324.6,20,4869,28/11/2022,08/05/2022,30/03/2023,FALSE,130.2640312,811.5,1623,15/06/2020,30/03/2023,29.86666667,130.2640312,9,0.6
198,41,Male,Middle East,Ring,5,1844,368.8,4.776646445,21,Facebook,1022,822,18.44,0.804305284,135,3,Engaged,368.8,184.4,922,50,553.2,30,368.8,20,5532,01/03/2024,11/06/2022,,TRUE,149.72379,922,1844,27/02/2021,,36.6,149.72379,5,0.6
199,58,Other,Europe,Bracelet,1,1478,1478,1.45560225,6,LinkedIn,839,639,14.78,0.761620977,514,3.333333333,Engaged,295.6,147.8,739,50,443.4,30,295.6,20,4434,31/07/2022,06/09/2022,15/05/2023,FALSE,53.00260053,739,1478,24/03/2021,15/05/2023,16.46666667,53.00260053,1,0.6
200,29,Female,North America,Bracelet,5,584,116.8,1.354526503,9,Instagram,392,192,5.84,0.489795918,432,3,Engaged,116.8,58.4,292,50,175.2,30,116.8,20,1752,19/08/2023,10/09/2022,,TRUE,139.7365866,292,584,10/11/2021,,21.56666667,139.7365866,5,0.6
201,56,Male,Middle East,Bracelet,8,1334,166.75,6.165548795,13,LinkedIn,767,567,13.34,0.739243807,344,3.666666667,Engaged,266.8,133.4,667,50,400.2,30,266.8,20,4002,25/06/2023,12/09/2022,19/06/2023,FALSE,112.2630534,667,1334,30/05/2022,19/06/2023,13.03333333,112.2630534,8,0.6
202,19,Male,North America,Earrings,8,1827,228.375,4.53605598,24,Facebook,1013.5,813.5,18.27,0.802664036,145,3.333333333,Engaged,365.4,182.7,913.5,50,548.1,30,365.4,20,5481,25/10/2023,01/08/2022,,TRUE,147.3382619,913.5,1827,20/04/2021,,30.6,147.3382619,8,0.6
203,20,Male,North America,Bracelet,5,143,28.6,1.257871848,8,Instagram,171.5,-28.5,1.43,-0.166180758,431,2.666666667,Engaged,28.6,14.3,71.5,50,42.9,30,28.6,20,429,02/01/2023,28/05/2022,,TRUE,96.50095175,71.5,143,30/05/2020,,31.56666667,96.50095175,5,0.6
204,54,Male,Europe,Earrings,9,1664,184.8888889,6.249271531,14,LinkedIn,932,732,16.64,0.785407725,355,4.333333333,Premium,332.8,166.4,832,50,499.2,30,332.8,20,4992,01/09/2023,29/06/2022,15/09/2023,FALSE,134.7387931,832,1664,15/08/2021,15/09/2023,24.9,134.7387931,9,0.6
205,34,Other,Europe,Ring,1,670,670,1.101722829,24,Facebook,435,235,6.7,0.540229885,112,1.333333333,Standard,134,67,335,50,201,30,134,20,2010,30/04/2023,02/07/2022,15/11/2023,FALSE,56.23940686,335,670,10/12/2020,15/11/2023,29.03333333,56.23940686,1,0.6
206,19,Other,Middle East,Bracelet,4,682,170.5,8.086347623,1,Instagram,441,241,6.82,0.546485261,522,3,Engaged,136.4,68.2,341,50,204.6,30,136.4,20,2046,01/05/2023,23/07/2022,,TRUE,83.52790501,341,682,01/08/2020,,33.43333333,83.52790501,4,0.6
207,19,Female,Europe,Bracelet,3,1215,405,3.757895404,17,LinkedIn,707.5,507.5,12.15,0.717314488,223,2.333333333,Engaged,243,121.5,607.5,50,364.5,30,243,20,3645,31/07/2022,03/10/2022,26/02/2024,FALSE,56.70165378,607.5,1215,25/12/2021,26/02/2024,7.266666667,56.70165378,3,0.6
208,45,Female,Europe,Necklace,2,1388,694,1.362322027,24,Facebook,794,594,13.88,0.748110831,114,2,Engaged,277.6,138.8,694,50,416.4,30,277.6,20,4164,13/12/2023,04/09/2022,,TRUE,147.5343133,694,1388,02/04/2022,,20.66666667,147.5343133,2,0.6
209,40,Female,Middle East,Earrings,8,994,124.25,6.295169989,5,LinkedIn,597,397,9.94,0.664991625,543,4,Premium,198.8,99.4,497,50,298.2,30,198.8,20,2982,25/12/2023,05/08/2022,,TRUE,131.6973907,497,994,11/01/2022,,23.76666667,131.6973907,8,0.6
210,54,Male,Europe,Ring,7,319,45.57142857,4.57915973,2,LinkedIn,259.5,59.5,3.19,0.229287091,541,3.333333333,Engaged,63.8,31.9,159.5,50,95.7,30,63.8,20,957,29/06/2022,04/07/2022,29/12/2022,FALSE,135.2547421,159.5,319,29/04/2022,29/12/2022,2.033333333,135.2547421,7,0.6
211,49,Male,Asia,Necklace,9,1024,113.7777778,9.76420372,24,Instagram,612,412,10.24,0.673202614,153,3,Engaged,204.8,102.4,512,50,307.2,30,204.8,20,3072,08/03/2024,11/06/2022,,TRUE,143.7965231,512,1024,29/03/2021,,35.83333333,143.7965231,9,0.6
212,50,Other,North America,Necklace,2,1565,782.5,5.897787963,9,Instagram,882.5,682.5,15.65,0.773371105,414,3,Engaged,313,156.5,782.5,50,469.5,30,313,20,4695,31/07/2022,22/07/2022,,TRUE,58.51034861,782.5,1565,20/10/2020,,21.63333333,58.51034861,2,0.6
213,18,Male,North America,Ring,4,500,125,3.477152629,4,Facebook,350,150,5,0.428571429,522,3,Engaged,100,50,250,50,150,30,100,20,1500,11/04/2022,28/05/2022,,TRUE,88.55975925,250,500,27/08/2020,,19.73333333,88.55975925,4,0.6
214,36,Male,North America,Necklace,6,1523,253.8333333,7.384949782,17,Instagram,861.5,661.5,15.23,0.767846779,234,3,Engaged,304.6,152.3,761.5,50,456.9,30,304.6,20,4569,11/01/2024,19/06/2022,,TRUE,57.1034889,761.5,1523,14/01/2022,,24.23333333,57.1034889,6,0.6
215,19,Male,North America,Earrings,3,826,275.3333333,3.443428023,17,Facebook,513,313,8.26,0.610136452,222,2,Engaged,165.2,82.6,413,50,247.8,30,165.2,20,2478,15/11/2022,10/04/2022,23/03/2024,FALSE,71.07931016,413,826,14/11/2020,23/03/2024,24.36666667,71.07931016,3,0.6
216,61,Female,Middle East,Earrings,8,1090,136.25,9.138189623,21,LinkedIn,645,445,10.9,0.689922481,143,2.666666667,Engaged,218,109,545,50,327,30,218,20,3270,27/10/2023,28/08/2022,,TRUE,72.9365777,545,1090,12/02/2022,,20.73333333,72.9365777,8,0.6
217,43,Female,North America,Bracelet,3,998,332.6666667,4.372497735,18,LinkedIn,599,399,9.98,0.666110184,223,2.333333333,Engaged,199.6,99.8,499,50,299.4,30,199.6,20,2994,20/11/2022,05/10/2022,,TRUE,96.9107211,499,998,22/01/2021,,22.23333333,96.9107211,3,0.6
218,49,Other,North America,Necklace,2,1912,956,5.948817065,16,Facebook,1056,856,19.12,0.810606061,315,3,Engaged,382.4,191.2,956,50,573.6,30,382.4,20,5736,29/04/2023,10/08/2022,,TRUE,76.85621675,956,1912,21/09/2021,,19.5,76.85621675,2,0.6
219,23,Male,North America,Bracelet,3,1699,566.3333333,1.455157934,8,LinkedIn,949.5,749.5,16.99,0.789362823,425,3.666666667,Engaged,339.8,169.9,849.5,50,509.7,30,339.8,20,5097,17/05/2023,10/06/2022,,TRUE,60.09781068,849.5,1699,12/08/2020,,33.6,60.09781068,3,0.6
220,49,Male,North America,Necklace,6,957,159.5,4.835091142,11,Instagram,578.5,378.5,9.57,0.654278306,433,3.333333333,Engaged,191.4,95.7,478.5,50,287.1,30,191.4,20,2871,07/01/2024,11/05/2022,,TRUE,66.74910891,478.5,957,04/05/2021,,32.6,66.74910891,6,0.6
221,21,Other,Asia,Earrings,2,903,451.5,8.491271857,21,LinkedIn,551.5,351.5,9.03,0.637352675,113,1.666666667,Standard,180.6,90.3,451.5,50,270.9,30,180.6,20,2709,17/08/2022,14/09/2022,,TRUE,64.72755636,451.5,903,10/10/2021,,10.36666667,64.72755636,2,0.6
222,28,Male,North America,Earrings,8,589,73.625,8.250839248,21,Instagram,394.5,194.5,5.89,0.493029151,142,2.333333333,Engaged,117.8,58.9,294.5,50,176.7,30,117.8,20,1767,01/06/2022,08/05/2022,,TRUE,147.3076798,294.5,589,16/06/2020,,23.83333333,147.3076798,8,0.6
223,34,Male,Asia,Earrings,1,1608,1608,3.01886703,18,Facebook,904,704,16.08,0.778761062,215,2.666666667,Engaged,321.6,160.8,804,50,482.4,30,321.6,20,4824,22/02/2024,28/05/2022,,TRUE,125.9292507,804,1608,17/11/2020,,39.73333333,125.9292507,1,0.6
224,55,Female,Middle East,Necklace,7,1880,268.5714286,3.034711639,23,Facebook,1040,840,18.8,0.807692308,145,3.333333333,Engaged,376,188,940,50,564,30,376,20,5640,08/04/2024,29/09/2022,,TRUE,146.7761465,940,1880,09/03/2021,,37.53333333,146.7761465,7,0.6
225,41,Other,Europe,Earrings,2,1593,796.5,8.35574781,24,LinkedIn,896.5,696.5,15.93,0.776910206,114,2,Engaged,318.6,159.3,796.5,50,477.9,30,318.6,20,4779,10/02/2024,09/05/2022,11/11/2022,FALSE,93.97404865,796.5,1593,15/02/2021,11/11/2022,36.33333333,93.97404865,2,0.6
226,22,Other,North America,Necklace,6,1697,282.8333333,9.373585782,10,LinkedIn,948.5,748.5,16.97,0.789140749,435,4,Premium,339.4,169.7,848.5,50,509.1,30,339.4,20,5091,19/03/2024,31/08/2022,,TRUE,77.83684817,848.5,1697,15/05/2021,,34.63333333,77.83684817,6,0.6
227,51,Other,Europe,Bracelet,2,1037,518.5,1.858248291,13,Instagram,618.5,418.5,10.37,0.676637025,313,2.333333333,Engaged,207.4,103.7,518.5,50,311.1,30,207.4,20,3111,30/05/2023,24/09/2022,,TRUE,129.8293197,518.5,1037,10/10/2020,,32.06666667,129.8293197,2,0.6
228,23,Other,Europe,Necklace,2,943,471.5,5.050527755,17,Instagram,571.5,371.5,9.43,0.650043745,213,2,Engaged,188.6,94.3,471.5,50,282.9,30,188.6,20,2829,12/12/2022,28/04/2022,,TRUE,82.6253918,471.5,943,18/09/2020,,27.16666667,82.6253918,2,0.6
229,39,Female,Middle East,Bracelet,8,1805,225.625,4.037088511,18,LinkedIn,1002.5,802.5,18.05,0.800498753,245,3.666666667,Engaged,361,180.5,902.5,50,541.5,30,361,20,5415,22/06/2023,27/04/2022,,TRUE,79.93833737,902.5,1805,05/08/2021,,22.86666667,79.93833737,8,0.6
230,28,Female,Europe,Necklace,2,1568,784,8.836196099,10,LinkedIn,884,684,15.68,0.773755656,414,3,Engaged,313.6,156.8,784,50,470.4,30,313.6,20,4704,29/10/2022,10/04/2022,,TRUE,73.25059922,784,1568,28/12/2020,,22.33333333,73.25059922,2,0.6
231,33,Male,Asia,Bracelet,7,1392,198.8571429,1.751724232,16,Facebook,796,596,13.92,0.748743719,344,3.666666667,Engaged,278.4,139.2,696,50,417.6,30,278.4,20,4176,10/10/2022,26/06/2022,,TRUE,62.96789782,696,1392,26/10/2021,,11.63333333,62.96789782,7,0.6
232,50,Male,Europe,Earrings,3,366,122,2.900133483,20,Facebook,283,83,3.66,0.293286219,221,1.666666667,Standard,73.2,36.6,183,50,109.8,30,73.2,20,1098,10/08/2022,02/08/2022,,TRUE,75.6463061,183,366,10/04/2022,,4.066666667,75.6463061,3,0.6
233,26,Male,Europe,Bracelet,8,153,19.125,7.772215038,5,Facebook,176.5,-23.5,1.53,-0.133144476,541,3.333333333,Engaged,30.6,15.3,76.5,50,45.9,30,30.6,20,459,15/05/2023,01/10/2022,,TRUE,85.53197485,76.5,153,09/06/2022,,11.33333333,85.53197485,8,0.6
234,23,Male,Europe,Earrings,7,627,89.57142857,1.461644641,13,LinkedIn,413.5,213.5,6.27,0.516324063,342,3,Engaged,125.4,62.7,313.5,50,188.1,30,125.4,20,1881,28/01/2023,31/07/2022,,TRUE,117.3994208,313.5,627,28/02/2021,,23.3,117.3994208,7,0.6
235,33,Female,North America,Earrings,8,1643,205.375,5.432818426,18,LinkedIn,921.5,721.5,16.43,0.782962561,245,3.666666667,Engaged,328.6,164.3,821.5,50,492.9,30,328.6,20,4929,14/01/2023,01/08/2022,,TRUE,56.25648422,821.5,1643,29/04/2022,,8.666666667,56.25648422,8,0.6
236,46,Other,North America,Bracelet,7,715,102.1428571,4.978963312,17,LinkedIn,457.5,257.5,7.15,0.56284153,242,2.666666667,Engaged,143,71.5,357.5,50,214.5,30,143,20,2145,10/12/2023,22/09/2022,,TRUE,71.05069397,357.5,715,16/11/2020,,37.3,71.05069397,7,0.6
237,20,Female,Asia,Necklace,6,1182,197,4.009610611,9,Facebook,691,491,11.82,0.710564399,433,3.333333333,Engaged,236.4,118.2,591,50,354.6,30,236.4,20,3546,24/10/2022,05/10/2022,,TRUE,130.902364,591,1182,12/11/2020,,23.7,130.902364,6,0.6
238,37,Male,Asia,Necklace,7,1948,278.2857143,4.551150838,14,LinkedIn,1074,874,19.48,0.813780261,345,4,Premium,389.6,194.8,974,50,584.4,30,389.6,20,5844,02/09/2023,11/06/2022,,TRUE,64.69219236,974,1948,24/08/2020,,36.8,64.69219236,7,0.6
239,53,Female,North America,Ring,5,1163,232.6,5.769465282,17,Instagram,681.5,481.5,11.63,0.706529714,233,2.666666667,Engaged,232.6,116.3,581.5,50,348.9,30,232.6,20,3489,31/08/2022,19/08/2022,,TRUE,84.26451465,581.5,1163,18/05/2022,,3.5,84.26451465,5,0.6
240,36,Other,Asia,Necklace,7,1360,194.2857143,2.452306225,4,LinkedIn,780,580,13.6,0.743589744,544,4.333333333,Premium,272,136,680,50,408,30,272,20,4080,09/12/2023,16/08/2022,11/11/2022,FALSE,136.4658922,680,1360,09/08/2021,11/11/2022,28.4,136.4658922,7,0.6
241,43,Other,North America,Ring,1,1054,1054,6.147962905,18,LinkedIn,627,427,10.54,0.681020734,213,2,Engaged,210.8,105.4,527,50,316.2,30,210.8,20,3162,27/10/2022,17/04/2022,,TRUE,65.49253111,527,1054,01/04/2021,,19.13333333,65.49253111,1,0.6
242,20,Female,Middle East,Necklace,1,485,485,8.248890964,20,LinkedIn,342.5,142.5,4.85,0.416058394,211,1.333333333,Standard,97,48.5,242.5,50,145.5,30,97,20,1455,11/08/2022,13/09/2022,,TRUE,58.27368356,242.5,485,10/03/2022,,5.133333333,58.27368356,1,0.6
243,36,Female,Europe,Necklace,9,1729,192.1111111,7.841448368,24,LinkedIn,964.5,764.5,17.29,0.792638673,155,3.666666667,Engaged,345.8,172.9,864.5,50,518.7,30,345.8,20,5187,13/10/2022,03/06/2022,,TRUE,98.45379951,864.5,1729,23/09/2020,,25,98.45379951,9,0.6
244,37,Female,Europe,Earrings,5,833,166.6,2.385099142,24,LinkedIn,516.5,316.5,8.33,0.612778316,132,2,Engaged,166.6,83.3,416.5,50,249.9,30,166.6,20,2499,01/03/2023,21/07/2022,,TRUE,80.24195113,416.5,833,16/02/2021,,24.76666667,80.24195113,5,0.6
245,49,Male,Asia,Ring,5,815,163,2.343245228,15,Instagram,507.5,307.5,8.15,0.60591133,332,2.666666667,Engaged,163,81.5,407.5,50,244.5,30,163,20,2445,17/07/2023,18/08/2022,,TRUE,106.3408364,407.5,815,30/09/2020,,34,106.3408364,5,0.6
246,24,Female,North America,Necklace,3,749,249.6666667,3.41356931,11,Instagram,474.5,274.5,7.49,0.578503688,422,2.666666667,Engaged,149.8,74.9,374.5,50,224.7,30,149.8,20,2247,24/03/2023,11/05/2022,,TRUE,130.380489,374.5,749,04/01/2021,,26.96666667,130.380489,3,0.6
247,58,Female,North America,Ring,5,399,79.8,4.249672537,12,LinkedIn,299.5,99.5,3.99,0.332220367,331,2.333333333,Engaged,79.8,39.9,199.5,50,119.7,30,79.8,20,1197,29/01/2024,19/04/2022,,TRUE,63.71484882,199.5,399,08/08/2021,,30.13333333,63.71484882,5,0.6
248,50,Female,Asia,Earrings,3,494,164.6666667,4.676100233,9,Facebook,347,147,4.94,0.423631124,422,2.666666667,Engaged,98.8,49.4,247,50,148.2,30,98.8,20,1482,17/05/2023,28/07/2022,,TRUE,108.0699085,247,494,20/08/2021,,21.16666667,108.0699085,3,0.6
249,57,Other,North America,Earrings,9,1330,147.7777778,7.117274952,13,LinkedIn,765,565,13.3,0.738562092,354,4,Premium,266,133,665,50,399,30,266,20,3990,21/03/2023,18/09/2022,05/12/2023,FALSE,100.550876,665,1330,13/12/2020,05/12/2023,27.6,100.550876,9,0.6
250,56,Other,Middle East,Ring,9,1459,162.1111111,1.510123889,15,LinkedIn,829.5,629.5,14.59,0.758890898,354,4,Premium,291.8,145.9,729.5,50,437.7,30,291.8,20,4377,02/09/2023,11/08/2022,21/08/2023,FALSE,64.4078786,729.5,1459,03/04/2021,21/08/2023,29.4,64.4078786,9,0.6
251,35,Male,Europe,Earrings,6,692,115.3333333,1.312054338,15,LinkedIn,446,246,6.92,0.551569507,332,2.666666667,Engaged,138.4,69.2,346,50,207.6,30,138.4,20,2076,03/09/2022,05/07/2022,,TRUE,112.3998486,346,692,10/03/2022,,5.9,112.3998486,6,0.6
252,57,Male,Asia,Bracelet,1,1853,1853,4.527195066,5,Facebook,1026.5,826.5,18.53,0.805163176,515,3.666666667,Engaged,370.6,185.3,926.5,50,555.9,30,370.6,20,5559,04/09/2022,03/06/2022,,TRUE,77.36404179,926.5,1853,06/07/2021,,14.16666667,77.36404179,1,0.6
253,18,Other,Asia,Bracelet,7,613,87.57142857,7.274473229,23,Facebook,406.5,206.5,6.13,0.50799508,142,2.333333333,Engaged,122.6,61.3,306.5,50,183.9,30,122.6,20,1839,20/03/2024,11/05/2022,,TRUE,98.78343185,306.5,613,01/06/2020,,46.26666667,98.78343185,7,0.6
254,28,Other,North America,Earrings,7,1301,185.8571429,2.740918087,19,Facebook,750.5,550.5,13.01,0.733510993,244,3.333333333,Engaged,260.2,130.1,650.5,50,390.3,30,260.2,20,3903,11/08/2023,04/10/2022,,TRUE,58.22723243,650.5,1301,27/06/2021,,25.83333333,58.22723243,7,0.6
255,45,Other,Asia,Bracelet,4,495,123.75,6.773540331,20,Instagram,347.5,147.5,4.95,0.424460432,222,2,Engaged,99,49.5,247.5,50,148.5,30,99,20,1485,09/01/2024,22/08/2022,,TRUE,95.95840572,247.5,495,10/09/2020,,40.53333333,95.95840572,4,0.6
256,42,Female,Middle East,Necklace,8,470,58.75,3.338453241,14,Facebook,335,135,4.7,0.402985075,341,2.666666667,Engaged,94,47,235,50,141,30,94,20,1410,12/10/2023,11/07/2022,,TRUE,80.6463468,235,470,28/01/2022,,20.73333333,80.6463468,8,0.6
257,40,Female,North America,Ring,6,957,159.5,8.974774979,17,Instagram,578.5,378.5,9.57,0.654278306,233,2.666666667,Engaged,191.4,95.7,478.5,50,287.1,30,191.4,20,2871,13/03/2023,17/04/2022,,TRUE,132.2381211,478.5,957,28/01/2022,,13.63333333,132.2381211,6,0.6
258,48,Other,North America,Necklace,4,890,222.5,9.061209498,18,Instagram,545,345,8.9,0.633027523,222,2,Engaged,178,89,445,50,267,30,178,20,2670,10/01/2024,13/06/2022,,TRUE,55.6978727,445,890,09/03/2021,,34.56666667,55.6978727,4,0.6
259,47,Female,North America,Ring,4,757,189.25,3.675584839,21,Facebook,478.5,278.5,7.57,0.582027168,122,1.666666667,Standard,151.4,75.7,378.5,50,227.1,30,151.4,20,2271,26/07/2023,05/06/2022,,TRUE,91.86072749,378.5,757,01/06/2021,,26.16666667,91.86072749,4,0.6
260,59,Female,North America,Earrings,2,1441,720.5,3.069943786,3,Facebook,820.5,620.5,14.41,0.756246191,514,3.333333333,Engaged,288.2,144.1,720.5,50,432.3,30,288.2,20,4323,07/09/2022,15/06/2022,,TRUE,95.84314241,720.5,1441,04/06/2021,,15.33333333,95.84314241,2,0.6
261,52,Male,Middle East,Necklace,2,835,417.5,4.701735749,2,Facebook,517.5,317.5,8.35,0.61352657,512,2.666666667,Engaged,167,83.5,417.5,50,250.5,30,167,20,2505,29/05/2023,20/06/2022,,TRUE,122.5006076,417.5,835,14/08/2020,,33.93333333,122.5006076,2,0.6
262,24,Other,North America,Earrings,4,1492,373,3.164784267,1,Instagram,846,646,14.92,0.763593381,524,3.666666667,Engaged,298.4,149.2,746,50,447.6,30,298.4,20,4476,01/02/2023,02/06/2022,,TRUE,107.4287575,746,1492,22/05/2021,,20.66666667,107.4287575,4,0.6
263,33,Other,Asia,Earrings,5,483,96.6,7.05145459,10,LinkedIn,341.5,141.5,4.83,0.414348463,431,2.666666667,Engaged,96.6,48.3,241.5,50,144.9,30,96.6,20,1449,11/12/2023,15/06/2022,,TRUE,116.7212337,241.5,483,06/08/2020,,40.73333333,116.7212337,5,0.6
264,43,Female,Middle East,Ring,8,161,20.125,8.434582161,19,Facebook,180.5,-19.5,1.61,-0.108033241,241,2.333333333,Engaged,32.2,16.1,80.5,50,48.3,30,32.2,20,483,28/12/2022,30/05/2022,,TRUE,127.7049286,80.5,161,29/08/2021,,16.2,127.7049286,8,0.6
265,19,Other,Europe,Ring,6,1929,321.5,7.057829178,17,Facebook,1064.5,864.5,19.29,0.812118365,235,3.333333333,Engaged,385.8,192.9,964.5,50,578.7,30,385.8,20,5787,31/08/2022,15/07/2022,,TRUE,136.2202974,964.5,1929,27/02/2022,,6.166666667,136.2202974,6,0.6
266,18,Male,Europe,Ring,4,604,151,8.419154025,12,Facebook,402,202,6.04,0.502487562,322,2.333333333,Engaged,120.8,60.4,302,50,181.2,30,120.8,20,1812,21/03/2023,10/07/2022,,TRUE,81.38754967,302,604,25/12/2020,,27.2,81.38754967,4,0.6
267,29,Male,Asia,Necklace,7,338,48.28571429,4.57292946,1,Instagram,269,69,3.38,0.256505576,541,3.333333333,Engaged,67.6,33.8,169,50,101.4,30,67.6,20,1014,24/12/2023,17/04/2022,,TRUE,103.8022705,169,338,19/12/2021,,24.5,103.8022705,7,0.6
268,22,Male,Asia,Bracelet,8,294,36.75,2.406852736,12,Instagram,247,47,2.94,0.190283401,341,2.666666667,Engaged,58.8,29.4,147,50,88.2,30,58.8,20,882,02/11/2023,18/09/2022,,TRUE,134.0108078,147,294,28/10/2021,,24.5,134.0108078,8,0.6
269,54,Other,Middle East,Ring,2,777,388.5,7.641558527,17,LinkedIn,488.5,288.5,7.77,0.590583419,212,1.666666667,Standard,155.4,77.7,388.5,50,233.1,30,155.4,20,2331,11/04/2022,14/05/2022,,TRUE,148.9451131,388.5,777,24/12/2021,,3.6,148.9451131,2,0.6
